prestashop_product_id,shobi_code,inspired_by,original_brand,original_perfume,identity_status,fragrantica_status,fragrantica_id,fragrantica_url,evidence_note
2742,1631-DRC,VANILLA ORAMA,Dior,Vanilla Diorama,CONFIRMED,FOUND,68198,https://www.fragrantica.com/perfume/Dior/Vanilla-Diorama-68198.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1631-drc-el | https://www.parfumo.com/Perfumes/Dior/vanilla-diorama | https://www.parfumo.com/Perfumes/Dior/Diorama | https://www.parfumo.com/Perfumes/Dior/miss-dior-2021-eau-de-parfum | https://www.parfumo.com/Perfumes/Mona_di_Orio/Les_Nombres_d_Or_Vanille | https://www.parfumo.com/Perfumes/Dior/Dioramour
2741,317-MNT,BLACK AOUD - MONTALE,Montale,Black Aoud,CONFIRMED,FOUND,1142,https://www.fragrantica.com/perfume/Montale/Black-Aoud-1142.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MNT. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/317-mnt-el-perfume | https://www.parfumo.com/Perfumes/Montale/Black_Aoud"
2740,1542-JOM,English Oak & Redcurrant by Jo Malone London,Jo Malone London,English Oak Redcurrant,CONFIRMED,FOUND,46186,https://www.fragrantica.com/perfume/Jo-Malone-London/English-Oak-Redcurrant-46186.html,"Match approvato nella revisione completa: nome/variante coerenti con la scheda Parfumo già presente nelle fonti e marchio coerente con il codice Shobi, ricavato da più abbinamenti già confermati dello stesso codice-marchio. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1542-jom | https://www.parfumo.com/Perfumes/Jo_Malone/English_Oak__Redcurrant | https://www.parfumo.com/Perfumes/Jo_Malone/English_Oak__Hazelnut | https://www.parfumo.com/Perfumes/Jo_Malone/Green_Almond__Redcurrant"
2738,212-CRD,Royal Mayfair,Creed,Royal Mayfair,CONFIRMED,FOUND,31562,https://www.fragrantica.com/perfume/Creed/Royal-Mayfair-31562.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi CRD. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/212-crd-el | https://www.parfumo.com/Perfumes/Creed/royal-mayfair-2024"
2737,209-CRD,Fleurissimo,Creed,Fleurissimo,CONFIRMED,FOUND,4250,https://www.fragrantica.com/perfume/Creed/Fleurissimo-4250.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi CRD. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/209-crd-el | https://www.parfumo.com/Perfumes/Creed/Fleurissimo"
2736,206-CRD,Bois du Portu,Creed,Bois du Portugal,CONFIRMED,FOUND,3805,https://www.fragrantica.com/perfume/Creed/Bois-du-Portugal-3805.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/elegants-fragrances/206-crd-el
2735,1706-KIL,PLAYING WITH THE DEVIL - KILIAN,By Kilian,Playing With The Devil,CONFIRMED,FOUND,18931,https://www.fragrantica.com/perfume/By-Kilian/Playing-With-The-Devil-18931.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi KIL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1706-kil-wp | https://www.parfumo.com/Perfumes/Kilian/Playing_with_the_Devil"
2734,997-ABE,,Abercrombie Fitch,Fierce,CONFIRMED,FOUND,3508,https://www.fragrantica.com/perfume/Abercrombie-Fitch/Fierce-3508.html,Variante resa univoca nel passaggio finale tramite confronto della denominazione Shobi con fonte ufficiale/primaria del marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/fierce-abercrombie-fitch-type | https://www.parfumo.com/Perfumes/Abercrombie_Fitch/Fierce | https://www.parfumo.com/Perfumes/Abercrombie_Fitch/Fierce_Perfume | https://www.parfumo.com/Perfumes/Abercrombie_Fitch/naturally-fierce | https://www.parfumo.com/Perfumes/Abercrombie_Fitch/authentic-spirit-man | https://www.parfumo.com/Perfumes/the-dua-brand/fierce | https://www.parfumo.com/Perfumes/Abercrombie_Fitch/authentic-night-man | https://www.abercrombie.com/shop/us/fierce-collection
2733,191-ARM,ROSE ALEXANDRIE,Giorgio Armani,Rose Alexandrie,CONFIRMED,FOUND,2699,https://www.fragrantica.com/perfume/Giorgio-Armani/Rose-Alexandrie-2699.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/elegants-fragrances/191-arm-el
2732,194-ARM,THE YULONG,Giorgio Armani,The Yulong,CONFIRMED,FOUND,58907,https://www.fragrantica.com/perfume/Giorgio-Armani/The-Yulong-58907.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/elegants-fragrances/194-arm-el
2731,190-ARM,PIVOINE SUZHOU,Giorgio Armani,Pivoine Suzhou,CONFIRMED,FOUND,29301,https://www.fragrantica.com/perfume/Giorgio-Armani/Pivoine-Suzhou-29301.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/elegants-fragrances/190-arm-el
2730,1833-SALV,,Salvador Dali,Dalimania,CONFIRMED,FOUND,3923,https://www.fragrantica.com/p/3923,"Nome recuperato dalla descrizione originale Shobi: «DALIMANIA - SALVADOR DALI». Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi SALV. Associazione del codice desunta dalle altre righe del catalogo, Scheda recuperata tramite ricerca web. | Sources: https://leparfum.com.gr/en/fragrances-for-women/dalimania-salvador-dali-similar-type | https://www.parfumo.com/Perfumes/Salvador_Dali/Dalimania | https://www.parfumo.com/Perfumes/Salvador_Dali/Salvador_Dali | https://www.parfumo.com/Perfumes/Salvador_Dali/Eau_de_Dali | https://www.parfumo.com/Perfumes/Salvador_Dali/DaliA | https://www.parfumo.com/Perfumes/Salvador_Dali/Dali_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Salvador_Dali/Dali_1983_Parfum"
2729,1842-YZLO,Baby Doll,Yves Saint Laurent,Baby Doll,CONFIRMED,FOUND,99,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Baby-Doll-99.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi YZLO. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/1842-yzlo-w | https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Baby_Doll"
2728,1841-BAN,,Banana Republic,Rosewood,CONFIRMED,FOUND,2803,https://www.fragrantica.com/perfume/Banana-Republic/Rosewood-2803.html,"Nome recuperato dalla descrizione originale Shobi: «ROSEWOOD - BANANA REPUBLIC». Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi BAN. Associazione del codice desunta dalle altre righe del catalogo, Scheda recuperata tramite ricerca web. | Sources: https://leparfum.com.gr/en/fragrances-for-women/rosewood-banana-republic-similar-type | https://www.parfumo.com/Perfumes/Banana_Republic/Rosewood | https://www.parfumo.com/Perfumes/Banana_Republic/rosewood-amor | https://www.parfumo.com/Perfumes/Arabian_Oud/rosewood-eau-de-parfum | https://www.parfumo.com/Perfumes/Illuminum/Rosewood | https://www.parfumo.com/Perfumes/Les_Eaux_Primordiales/rosewood | https://www.parfumo.com/Perfumes/Banana_Republic/Malachite"
2727,198-BON,HARRODS SWAROVSKI LIMITED EDITION - BOND,Bond No 9,Harrods Swarovski Limited Edition,CONFIRMED,FOUND,7166,https://www.fragrantica.com/perfume/Bond-No-9/Harrods-Swarovski-Limited-Edition-7166.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi BON. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/swarovski-bond-no9-similar-fragrance | https://www.parfumo.com/Perfumes/Bond_No_9/Harrods_Swarovski_Limited_Edition"
2726,197-BON,HARRODS ROYAL ROSE - BOND,Bond No 9,Harrods Royal Rose,CONFIRMED,FOUND,27420,https://www.fragrantica.com/perfume/Bond-No-9/Harrods-Royal-Rose-27420.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi BON. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/harrods-royal-rose-bond-no9-similar-type | https://www.parfumo.com/Perfumes/Bond_No_9/Harrods_Royal_Rose"
2725,322-NAS,,Nasomatto,Blamage,CONFIRMED,FOUND,25575,https://www.fragrantica.com/perfume/Nasomatto/Blamage-25575.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/niche-perfumes/blamage-nasomatto-clone | https://www.parfumo.com/Perfumes/Nasomatto/Blamage | https://www.parfumo.com/Perfumes/Nasomatto/Blamage_Oil_based_Extrait_de_Parfum | https://www.parfumo.com/Perfumes/Nasomatto/Silver_Musk | https://www.parfumo.com/Perfumes/Nasomatto/Baraonda | https://www.parfumo.com/Perfumes/Nasomatto/Nudiflorum | https://www.parfumo.com/Perfumes/Nasomatto/Baraonda_Oil_based_Extrait_de_Parfum
2724,329-PEN,JUNIPER SLING,Penhaligon s,Juniper Sling,CONFIRMED,FOUND,13266,https://www.fragrantica.com/perfume/Penhaligon-s/Juniper-Sling-13266.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi PEN. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/329-pen-el | https://www.parfumo.com/Perfumes/Penhaligons/Juniper_Sling"
2722,328-PEN,IRIS PRIMA,Penhaligon s,Iris Prima,CONFIRMED,FOUND,18488,https://www.fragrantica.com/perfume/Penhaligon-s/Iris-Prima-18488.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi PEN. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/328-pen-el | https://www.parfumo.com/Perfumes/Penhaligons/Iris_Prima"
2720,201-CLIV,No,Clive Christian,No. 1 for Men,CONFIRMED,FOUND,4648,https://www.fragrantica.com/p/4648,"Nome recuperato dalla descrizione originale Shobi: «No.1 for Men Clive Christian». Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi CLIV. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/no1-for-men-clive-christian-similar-type | https://www.parfumo.com/Perfumes/Clive_Christian/no-1-for-men"
2719,1840-JOO,,Joop!,All About Eve,CONFIRMED,FOUND,660,https://www.fragrantica.com/p/660,"RIESAME INDIVIDUALE 2026-09-04: Nome e piramide Shobi con mela, cannella, gelsomino, vetiver e vaniglia coincidono; il negozio ufficiale Joop! conferma Eau de Parfum 40 ml. | Sources: https://leparfum.com.gr/en/fragrances-for-women/all-about-eve-joop-similar-type | https://www.parfumo.com/Perfumes/Joop/All_About_Eve_Eau_de_Parfum | https://www.parfumo.com/Perfumes/Joop/All_About_Eve_Parfum | https://www.parfumo.com/Perfumes/Chipie/Chipie_Princesse_Chipie | https://www.parfumo.com/Perfumes/Jil_Sander/Eve | https://www.parfumo.com/Perfumes/Joop/joop-homme-eau-de-parfum | https://www.parfumo.com/Perfumes/Joop/Joop_Go | https://joop.com/be/en/womens/fragrances/joop-all-about-eve-eau-de-parfum-40-ml/p/580000400-50003407000-000 | https://www.parfumo.com/Perfumes/Joop/All_About_Eve"
2718,1839-JOV,,Jovoy Paris,Incident Diplomatique,CONFIRMED,FOUND,44237,https://www.fragrantica.com/p/44237,"RIESAME INDIVIDUALE 2026-09-04: Nome, marchio e note Shobi coincidono; Jovoy identifica il prodotto come Eau de Parfum. | Sources: https://leparfum.com.gr/en/niche-perfumes/1839-jov-n | https://www.parfumo.com/Perfumes/Jovoy/Incident_Diplomatique | https://www.parfumo.com/Perfumes/Jovoy/L_Art_de_la_Guerre | https://www.parfumo.com/Perfumes/Jovoy/Private_Label | https://www.parfumo.com/Perfumes/Jovoy/psychedelique | https://www.parfumo.com/Perfumes/Jovoy/L_Enfant_Terrible | https://www.parfumo.com/Perfumes/Jovoy/Ambre_Premier | https://www.jovoyparis.com/fr/parfums-boises/2368-incident-diplomatique.html"
2717,1838-TAU,02 L'AIR DU DESERT MAROCAIN - TAUER PERFUMES,Tauer Perfumes,L'Air du Desert Marocain,CONFIRMED,FOUND,4573,https://www.fragrantica.com/p/4573,"Coincidono numero 02, titolo L’Air du Désert Marocain e marchio Tauer; il candidato esplicita Eau de Toilette Intense. Confronto: «02 L'AIR DU DESERT MAROCAIN - TAUER PERFUMES» / «No-02-l-air-du-desert-marocain-eau-de-toilette-intense» (Tauer). | Sources: https://leparfum.com.gr/en/niche-perfumes/02-l-air-du-desert-marocain-tauer-perfumes-similar-type | https://www.parfumo.com/Perfumes/Tauer/no-02-l-air-du-desert-marocain-eau-de-toilette-intense"
2716,1837-KEI,,Keiko Mecheri,Loukhoum,CONFIRMED,FOUND,2708,https://www.fragrantica.com/p/2708,"RIESAME INDIVIDUALE 2026-09-04: Il sito ufficiale distingue l’originale Loukhoum dalle varianti Eau Poudrée e Parfum du Soir e lo indica Eau de Parfum 15%, introdotto nel 1998. | Sources: https://leparfum.com.gr/en/niche-perfumes/1837-kei-n | https://www.parfumo.com/Perfumes/Keiko_Mecheri/Loukhoum | https://www.parfumo.com/Perfumes/Keiko_Mecheri/Loukhoum_Parfum_du_Soir | https://www.parfumo.com/Perfumes/Keiko_Mecheri/Loukhoum_Eau_Poudree | https://www.parfumo.com/Perfumes/Keiko_Mecheri/Ume | https://www.parfumo.com/Perfumes/Keiko_Mecheri/precious-forest | https://www.parfumo.com/Perfumes/Keiko_Mecheri/Isles_Lointaines | https://keikomecheri.com/products/loukhoum-eau-de-parfum"
2715,1836-COT,,Coty,Vanilla Fields,CONFIRMED,FOUND,6029,https://www.fragrantica.com/perfume/Coty/Vanilla-Fields-6029.html,"RIESAME INDIVIDUALE 2026-09-04 (984, VANILLA FIELDS - COTY): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Nome recuperato dalla descrizione originale Shobi: «VANILLA FIELDS - COTY». Più candidati della stessa fragranza differiscono per concentrazione o variante. Il testo Shobi non consente una scelta univoca. Ricerca web eseguita: i risultati non permettono di confermare un abbinamento univoco. | Sources: https://leparfum.com.gr/en/elegants-fragrances/vanilla-fields-coty-similar-type | https://www.parfumo.com/Perfumes/Coty/vanilla-fields-cologne | https://www.parfumo.com/Perfumes/Coty/vanilla-fields-eau-de-parfum | https://www.parfumo.com/Perfumes/Coty/vanilla-fields-perfume | https://www.parfumo.com/Perfumes/Coty/vanilla-fields-body-spray | https://www.parfumo.com/Perfumes/Coty/vanilla-fields-winter-naturals | https://www.parfumo.com/Perfumes/Coty/001Coty"
2713,1835-JUL,,Juliette Has A Gun,Mmmm,CONFIRMED,FOUND,40461,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Mmmm-40461.html,"Nome recuperato dalla descrizione originale Shobi: «MMMM... - JULIETTE HAS A GUN». Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi JUL. Associazione del codice desunta dalle altre righe del catalogo, Scheda recuperata tramite ricerca web. | Sources: https://leparfum.com.gr/en/elegants-fragrances/mmmm-juliette-has-a-gun-similar-type | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/mmmm | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/juliette | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/not-a-perfume-eau-de-parfum | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/Oil_Fiction | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/Miss_Charming | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/pear-inc"
2712,1834-TMFO,VIOLET BLONDE,Tom Ford,Violet Blonde,CONFIRMED,FOUND,12767,https://www.fragrantica.com/perfume/Tom-Ford/Violet-Blonde-12767.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi TMFO. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1834-tmfo | https://www.parfumo.com/Perfumes/Tom_Ford/Violet_Blonde"
2711,1832-TMFO,MUSK PURE,Tom Ford,Musk Pure,CONFIRMED,FOUND,6385,https://www.fragrantica.com/perfume/Tom-Ford/Musk-Pure-6385.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi TMFO. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1832-tmfo | https://www.parfumo.com/Perfumes/Tom_Ford/Musk_Pure"
2710,1831-TMFO,URBAN MUSK,Tom Ford,Urban Musk,CONFIRMED,FOUND,6384,https://www.fragrantica.com/perfume/Tom-Ford/Urban-Musk-6384.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi TMFO. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1831-tmfo-el | https://www.parfumo.com/Perfumes/Tom_Ford/Urban_Musk"
2709,1830-TMFO,JASMINE MUSK,Tom Ford,Jasmine Musk,CONFIRMED,FOUND,6383,https://www.fragrantica.com/perfume/Tom-Ford/Jasmine-Musk-6383.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1830-tmfo
2708,1829-BOB,Bath,Bobbi Brown,Bath,CONFIRMED,FOUND,11983,https://www.fragrantica.com/perfume/Bobbi-Brown/Bath-11983.html,"RIESAME INDIVIDUALE 2026-09-04 (990, Bath): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Più candidati della stessa fragranza differiscono per concentrazione o variante. Il testo Shobi non consente una scelta univoca. Ricerca web eseguita: i risultati non permettono di confermare un abbinamento univoco. | Sources: https://leparfum.com.gr/en/fragrances-for-women/1829-bob-w | https://www.parfumo.com/Perfumes/Bobbi_Brown/Bath_Eau_de_Parfum | https://www.parfumo.com/Perfumes/Bobbi_Brown/Bath_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Bobbi_Brown/Bobbi | https://www.parfumo.com/Perfumes/Bobbi_Brown/Beach | https://www.parfumo.com/Perfumes/Bobbi_Brown/Bobbi_s_Party | https://www.parfumo.com/Perfumes/Bobbi_Brown/Almost_Bare"
2706,1827-JOM,Tropical Cherimoya by Jo Malone London,Jo Malone London,Tropical Cherimoya Cologne,CONFIRMED,FOUND,49602,https://www.fragrantica.com/perfume/Jo-Malone-London/Tropical-Cherimoya-Cologne-49602.html,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1827-jom | https://www.parfumo.com/Perfumes/Jo_Malone/sunlit-cherimoya-tropical-cherimoya | https://www.parfumo.com/Perfumes/Jo_Malone/elderflower-coridal-elderflower-gooseberry | https://www.parfumo.com/Perfumes/Escada/Tropical_Punch | https://www.parfumo.com/Perfumes/the-dua-brand/cologne-of-sunny-cherimoya | https://www.parfumo.com/Perfumes/Jo_Malone/beach-blossom
2705,1822-MNT,ORCHID POWDER - MONTALE,Montale,Orchid Powder,CONFIRMED,FOUND,48947,https://www.fragrantica.com/perfume/Montale/Orchid-Powder-48947.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MNT. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/1822-mnt-n-perfume | https://www.parfumo.com/Perfumes/Montale/Orchid_Powder"
2704,1820-KUR,AMYRIS FEMME,Maison Francis Kurkdjian,Amyris Femme,CONFIRMED,FOUND,15565,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Amyris-Femme-15565.html,Variante resa univoca nel passaggio finale tramite confronto della denominazione Shobi con fonte ufficiale/primaria del marchio. | Sources: https://leparfum.com.gr/en/niche-perfumes/1820-kur-n | https://www.franciskurkdjian.com/eu-it/p/amyris-femme-eau-de-parfum-10213021.html
2703,1826-JOM,Iris & White Musk by Jo Malone London,Jo Malone London,Iris White Musk,CONFIRMED,FOUND,12926,https://www.fragrantica.com/perfume/Jo-Malone-London/Iris-White-Musk-12926.html,"Match approvato nella revisione completa: nome/variante coerenti con la scheda Parfumo già presente nelle fonti e marchio coerente con il codice Shobi, ricavato da più abbinamenti già confermati dello stesso codice-marchio. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1826-jom | https://www.parfumo.com/Perfumes/Jo_Malone/Iris__White_Musk | https://www.parfumo.com/Perfumes/Jo_Loves__/No_42_The_Flower_Shop_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Jo_Malone/Rose__White_Musk_Absolu | https://www.parfumo.com/Perfumes/Jo_Malone/Saffron | https://www.parfumo.com/Perfumes/Jo_Malone/musk-memento"
2702,1825-CRD,Millesime Imperial,Creed,Millesime Imperial,CONFIRMED,FOUND,466,https://www.fragrantica.com/perfume/Creed/Millesime-Imperial-466.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi CRD. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/1825-crd-n | https://www.parfumo.com/Perfumes/Creed/Millesime_Imperial"
2701,1824-VAR,,John Varvatos,Artisan,CONFIRMED,FOUND,5534,https://www.fragrantica.com/p/5534,"Nome recuperato dalla descrizione originale Shobi: «ARTISAN - JOHN VARVATOS». Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi VAR. Associazione del codice desunta dalle altre righe del catalogo, Scheda recuperata tramite ricerca web. | Sources: https://leparfum.com.gr/en/fragrances-for-men/artisan-john-varvatos-similar-type | https://www.parfumo.com/Perfumes/John_Varvatos/Artisan_Eau_de_Toilette | https://www.parfumo.com/Perfumes/John_Varvatos/john-varvatos-xx-artisan | https://www.parfumo.com/Perfumes/John_Varvatos/John_Varvatos | https://www.parfumo.com/Perfumes/John_Varvatos/Artisan_Black | https://www.parfumo.com/Perfumes/John_Varvatos/artisan-costiero | https://www.parfumo.com/Perfumes/John_Varvatos/Artisan_Blu"
2700,1819-MIC,Midnight Shimmer,Michael Kors,Midnight Shimmer,CONFIRMED,FOUND,38989,https://www.fragrantica.com/p/38989,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MIC. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/1819-mic-w | https://www.parfumo.com/Perfumes/Michael_Kors/Midnight_Shimmer"
2699,1823-DOL,LIGHT BLUE SUN,Dolce Gabbana,Light Blue Sun,CONFIRMED,FOUND,54493,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Sun-54493.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi DOL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/1823-dol-w | https://www.parfumo.com/Perfumes/Dolce_Gabbana/Light_Blue_Sun"
2698,1821-TMFO,JASMIN ROUGE,Tom Ford,Jasmin Rouge,CONFIRMED,FOUND,12765,https://www.fragrantica.com/perfume/Tom-Ford/Jasmin-Rouge-12765.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi TMFO. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1821-tmfo | https://www.parfumo.com/Perfumes/Tom_Ford/Jasmin_Rouge"
2697,1818-FRE,the notes of MUSC RAVAGEUR,Frederic Malle,Musc Ravageur,CONFIRMED,FOUND,1801,https://www.fragrantica.com/perfume/Frederic-Malle/Musc-Ravageur-1801.html,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/niche-perfumes/1818-fre-n | https://www.parfumo.com/Perfumes/Editions_de_Parfum_Frederic_Malle/musc-ravageur-eau-de-parfum | https://www.parfumo.com/Perfumes/Editions_de_Parfum_Frederic_Malle/musc-ravageur-brume-cheveux | https://www.parfumo.com/Perfumes/Sana_Jardin/Nubian_Musk | https://www.parfumo.com/Perfumes/Amouage/remain | https://www.parfumo.com/Perfumes/Editions_de_Parfum_Frederic_Malle/musc-ravageur-20-ans | https://www.parfumo.com/Perfumes/Keiko_Mecheri/Myrrhe_Merveilles
2696,1801-JUL,NOT A PERFUME - JULIETTE HAS A GUN,Juliette Has A Gun,Not A Perfume,CONFIRMED,FOUND,10296,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Not-A-Perfume-10296.html,"Nome e marchio corrispondenti dopo rimozione delle etichette di collezione e concentrazione. Unica scheda principale compatibile fra i candidati disponibili; confronto testuale, non verifica olfattiva. | Sources: https://leparfum.com.gr/en/elegants-fragrances/not-a-perfume-juliette-has-a-gun-clone | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/not-a-perfume-eau-de-parfum"
2695,1817-JUL,SUNNY SIDE UP - JULIETTE HAS A GUN,Juliette Has A Gun,Sunny Side Up,CONFIRMED,FOUND,46128,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Sunny-Side-Up-46128.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi JUL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/1817-jul | https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/Sunny_Side_Up"
2694,1816-TER,BIANCO PURO - TIZIANA TERENZI,Tiziana Terenzi,Bianco Puro,CONFIRMED,FOUND,53039,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Bianco-Puro-53039.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi TER. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/1816-ter-n | https://www.parfumo.com/Perfumes/Tiziana_Terenzi/Bianco_Puro"
2693,1815-PAC,BLOSSOM ME,Rabanne,Blossom Me,CONFIRMED,FOUND,68724,https://www.fragrantica.com/perfume/Rabanne/Blossom-Me-68724.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi PAC. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/1815-pac-wp | https://www.parfumo.com/Perfumes/Rabanne/blossom-me"
