prestashop_product_id,shobi_code,shobi_name,reference,reference_prefix,inspired_by,category,price_from_eur,official_description,url,first_seen,last_seen,status,classification_rule,source,source_row,esito_revisione,livello_verifica,nome_recuperato,search_query_revisionata,nome_abbinato,marchio_abbinato,url_parfumo_abbinato,nome_proposto,marchio_proposto,url_proposto,motivazione_revisione,fonti_revisione,numero_candidati,data_revisione
1238,346-TMFO,346-TMFO EL,EL138,EL,FUCKING FABULOUS,Elegants Fragrances,10.0,"346-TMFO EL Inspired by the fragrance notes of FUCKING FABULOUS. Fragrance aromatic, leather, vanilla, almond, amber, woody, sweet, lavender, powdery, nutty.",https://leparfum.com.gr/en/elegants-fragrances/346-tmfo-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1486,match corretto,"verifica conclusiva individuale: nome, marchio e variante dimostrati",Fucking Fabulous Eau de Parfum (2017),FUCKING FABULOUS,Fucking Fabulous Eau de Parfum (2017),Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/Fucking_Fabulous,,,,"RIESAME INDIVIDUALE 2026-09-04: La pagina Shobi riporta il lancio 2017 e le note dell’originale; le fonti lo identificano come Eau de Parfum 2017, distinto dal successivo Parfum.",https://leparfum.com.gr/en/elegants-fragrances/346-tmfo-el | https://www.fragrantica.com/perfume/Tom-Ford/Fucking-Fabulous-46513.html | https://www.parfumo.com/Perfumes/Tom_Ford/Fucking_Fabulous,3,2026-09-04
1237,344-TMFO,344-TMFO EL,EL137,EL,COSTA AZZURA,Elegants Fragrances,10.0,344-TMFO EL Inspired by the fragrance notes of COSTA AZZURA.,https://leparfum.com.gr/en/elegants-fragrances/344-tmfo-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1487,match corretto,Shobi + codice marchio fortemente corroborato,,COSTA AZZURA,COSTA AZZURA,Tom Ford,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da almeno 5 match già confermati con lo stesso codice-marchio.,https://leparfum.com.gr/en/elegants-fragrances/344-tmfo-el | https://www.parfumo.com/Perfumes/Tom_Ford/Costa_Azzurra_Eau_de_Parfum | https://www.parfumo.com/Perfumes/Tom_Ford/costa-azzurra-parfum | https://www.parfumo.com/Perfumes/Tom_Ford/Costa_Azzurra_Acqua | https://www.parfumo.com/Perfumes/Tom_Ford/Costa_Azzurra_Body_Spray | https://www.parfumo.com/Perfumes/Roberto_Ugolini/azzurro | https://www.parfumo.com/Perfumes/Azzaro/Azzura,6,2026-09-03
1236,343-TMFO,343-TMFO EL,EL136,EL,CAFÉ ROSE,Elegants Fragrances,10.0,343-TMFO EL Inspired by the fragrance notes of CAFÉ ROSE.,https://leparfum.com.gr/en/elegants-fragrances/343-tmfo-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1488,match corretto,corrispondenza testuale su candidati originali,,CAFÉ ROSE,Cafe-rose-,Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/cafe-rose-2023,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi TMFO. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/elegants-fragrances/343-tmfo-el | https://www.parfumo.com/Perfumes/Tom_Ford/cafe-rose-2023,4,2026-09-03
1235,342-TMFO,342-TMFO EL,EL135,EL,BLACK VIOLET,Elegants Fragrances,10.0,342-TMFO EL Inspired by the fragrance notes of BLACK VIOLET.,https://leparfum.com.gr/en/elegants-fragrances/342-tmfo-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1489,match corretto,corrispondenza testuale su candidati originali,,BLACK VIOLET,Black Violet,Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/Black_Violet,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi TMFO. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/elegants-fragrances/342-tmfo-el | https://www.parfumo.com/Perfumes/Tom_Ford/Black_Violet,10,2026-09-03
1234,340-TMFO,340-TMFO EL,EL134,EL,BLACK ORCHID,Elegants Fragrances,10.0,340-TMFO EL Inspired by the fragrance notes of BLACK ORCHID. Aroma of Mexican chocolate and a variety of fruits with flowers and spices.,https://leparfum.com.gr/en/elegants-fragrances/340-tmfo-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1490,match corretto,"verifica conclusiva individuale: nome, marchio e variante dimostrati",Black Orchid Eau de Parfum,BLACK ORCHID,Black Orchid Eau de Parfum,Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/Black_Orchid_Eau_de_Parfum,,,,"RIESAME INDIVIDUALE 2026-09-04: La voce Shobi riporta Black Orchid senza suffissi; Tom Ford distingue nel catalogo Black Orchid Eau de Parfum, Black Orchid Parfum e Reserve Parfum.",https://leparfum.com.gr/en/elegants-fragrances/340-tmfo-el | https://www.tomfordbeauty.com/collections/black-orchid-collection | https://www.parfumo.com/Perfumes/Tom_Ford/Black_Orchid_Eau_de_Parfum,10,2026-09-04
1233,338-TMFO,338-TMFO EL,EL133,EL,ARABIAN WOOD,Elegants Fragrances,10.0,"338-TMFO EL Inspired by the fragrance notes of ARABIAN WOOD. WOODY, FLORAL.",https://leparfum.com.gr/en/elegants-fragrances/338-tmfo-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1491,match corretto,corrispondenza testuale su candidati originali,,ARABIAN WOOD,Arabian Wood,Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/Arabian_Wood,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi TMFO. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/elegants-fragrances/338-tmfo-el | https://www.parfumo.com/Perfumes/Tom_Ford/Arabian_Wood,10,2026-09-03
1232,336-THCO,336-THCO EL,EL132,EL,NARCISSUS NOIR - THE WHITE COMPANY,Elegants Fragrances,10.0,336-THCO Inspired by the fragrance notes of NARCISSUS NOIR - THE WHITE COMPANY.,https://leparfum.com.gr/en/elegants-fragrances/336-thco-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1492,match corretto,Shobi + codice marchio corroborato da testo esplicito,,NARCISSUS NOIR - THE WHITE COMPANY,NARCISSUS NOIR - THE WHITE COMPANY,The White Company,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/elegants-fragrances/336-thco-el | https://www.parfumo.com/Perfumes/The_White_Company/Noir | https://www.parfumo.com/Perfumes/Caron/Narcisse_Noir_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Caron/narcisse-noir-eau-de-cologne | https://www.parfumo.com/Perfumes/Caron/Narcisse_Noir_2017_Parfum | https://www.parfumo.com/Perfumes/Caron/Narcisse_Noir_1911_Le_Narcisse_Noir_Extrait | https://www.parfumo.com/Perfumes/Caron/narcisse-noir-2021,9,2026-09-03
1231,335-THCO,335-THCO EL,EL131,EL,CASHMERE BLANC - THE WHITE COMPANY,Elegants Fragrances,10.0,335-THCO Inspired by the fragrance notes of CASHMERE BLANC - THE WHITE COMPANY.,https://leparfum.com.gr/en/elegants-fragrances/335-thco-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1493,match corretto,Shobi + codice marchio corroborato da testo esplicito,,CASHMERE BLANC - THE WHITE COMPANY,CASHMERE BLANC - THE WHITE COMPANY,The White Company,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/elegants-fragrances/335-thco-el | https://www.parfumo.com/Perfumes/The_White_Company/Symons_St_ | https://www.parfumo.com/Perfumes/The_White_Company/santa-rosa | https://www.parfumo.com/Perfumes/azha/white-cashmere | https://www.parfumo.com/Perfumes/The_White_Company/Twenty_One | https://www.parfumo.com/Perfumes/Guerlain/eau-de-cashmere | https://www.parfumo.com/Perfumes/DKNY/Liquid_Cashmere_White,6,2026-09-03
1230,334-SHI,334-SHI EL,EL130,EL,,Elegants Fragrances,10.0,SHIRLEY MAY - SHIRLEY MAY.,https://leparfum.com.gr/en/elegants-fragrances/shirley-may-fragrance-dupe,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1494,dubbio,riesame individuale completo: dubbio residuo non forzabile,SHIRLEY MAY - SHIRLEY MAY,SHIRLEY MAY - SHIRLEY MAY,,,,,,,"RIESAME INDIVIDUALE 2026-09-04 (1494, SHIRLEY MAY - SHIRLEY MAY): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Nome recuperato dalla descrizione originale Shobi: «SHIRLEY MAY - SHIRLEY MAY». Nessuna corrispondenza univoca di nome e marchio; necessaria verifica della variante. Ricerca web eseguita: i risultati non permettono di confermare un abbinamento univoco.",https://leparfum.com.gr/en/elegants-fragrances/shirley-may-fragrance-dupe | https://www.parfumo.com/Perfumes/tsvga/shirley | https://www.parfumo.com/Perfumes/chapel-factory/baptisma | https://www.parfumo.com/Perfumes/XPEC/XPEC_Trinity_1 | https://www.parfumo.com/Perfumes/Shiseido/Mai__Perfume | https://www.parfumo.com/Perfumes/XPEC/XPEC_Trinity_2,5,2026-09-04
1226,332-RAM,332-RAM EL,EL126,EL,,Elegants Fragrances,10.0,DRY WOOD - RAMON MONEGAL Clone.,https://leparfum.com.gr/en/elegants-fragrances/dry-wood-ramon-monegal-clone,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1495,match corretto,corrispondenza testuale su risultato web,DRY WOOD - RAMON MONEGAL,DRY WOOD - RAMON MONEGAL,Dry Wood,Ramón Monegal,https://www.parfumo.com/Perfumes/Ramon_Monegal/El_Mito_Dry_Wood,,,,"Nome recuperato dalla descrizione originale Shobi: «DRY WOOD - RAMON MONEGAL». Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi RAM. Associazione del codice desunta dalle altre righe del catalogo, Scheda recuperata tramite ricerca web.",https://leparfum.com.gr/en/elegants-fragrances/dry-wood-ramon-monegal-clone | https://www.parfumo.com/Perfumes/Ramon_Monegal/El_Mito_Dry_Wood | https://www.parfumo.com/Perfumes/Ramon_Monegal/matador | https://www.parfumo.com/Perfumes/Ramon_Monegal/Umbra | https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/Dry_Wood | https://www.parfumo.com/Perfumes/Ramon_Monegal/faisa | https://www.parfumo.com/Perfumes/Ramon_Monegal/mon-egal,8,2026-09-03
1225,331-PG,331-PG EL,EL125,EL,,Elegants Fragrances,10.0,CRYSTAL WATER & WATER LILY - P&G Similar,https://leparfum.com.gr/en/elegants-fragrances/crystal-water-water-lily-pg-similar,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1496,dubbio,riesame individuale completo: dubbio residuo non forzabile,CRYSTAL WATER & WATER LILY - P&G,CRYSTAL WATER & WATER LILY - P&G,,,,,,,"RIESAME INDIVIDUALE 2026-09-04 (1496, CRYSTAL WATER & WATER LILY - P&G): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Nome recuperato dalla descrizione originale Shobi: «CRYSTAL WATER & WATER LILY - P&G». Nessuna corrispondenza univoca di nome e marchio; necessaria verifica della variante. Ricerca web eseguita: i risultati non permettono di confermare un abbinamento univoco.",https://leparfum.com.gr/en/elegants-fragrances/crystal-water-water-lily-pg-similar | https://www.parfumo.com/Perfumes/Yves_Rocher/Ming_Shu | https://www.parfumo.com/Perfumes/LM_Parfums/Radikal_Water_Lily | https://www.parfumo.com/Perfumes/Lanvin/water-lily | https://www.parfumo.com/Perfumes/Aerin/Waterlily_Sun | https://www.parfumo.com/Perfumes/PerfumerH/Water_Lily__Summer_2017 | https://www.parfumo.com/Perfumes/Ninel/Water_Lily,7,2026-09-04
1224,330-PG,330-PG EL,EL124,EL,,Elegants Fragrances,10.0,ORIENTAL BLOSSOM - P&G Type,https://leparfum.com.gr/en/elegants-fragrances/oriental-blossom-pg-type,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1497,dubbio,riesame individuale completo: dubbio residuo non forzabile,ORIENTAL BLOSSOM - P&G,ORIENTAL BLOSSOM - P&G,,,,,,,"RIESAME INDIVIDUALE 2026-09-04 (1497, ORIENTAL BLOSSOM - P&G): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Nome recuperato dalla descrizione originale Shobi: «ORIENTAL BLOSSOM - P&G». Nessuna corrispondenza univoca di nome e marchio; necessaria verifica della variante. Ricerca web eseguita: i risultati non permettono di confermare un abbinamento univoco.",https://leparfum.com.gr/en/elegants-fragrances/oriental-blossom-pg-type | https://www.parfumo.com/Perfumes/Betty_Barclay/oriental-bloom-eau-de-toilette | https://www.parfumo.com/Perfumes/Betty_Barclay/oriental-bloom-eau-de-parfum | https://www.parfumo.com/Perfumes/coral-perfumes/oriental-blossom | https://www.parfumo.com/Perfumes/Isabelle_Ariana_Parfums/Oriental_Blossom | https://www.parfumo.com/Perfumes/Organic_Glam/Oriental_Blossom | https://www.parfumo.com/Perfumes/Claus_Porto/Agua_de_Colonia__N__2_Oriental_Bloom,8,2026-09-04
1222,327-PECK,327-PECK EL,EL122,EL,,Elegants Fragrances,10.0,MISTRAAL - PECKSNIFF'S Perfumes Type,https://leparfum.com.gr/en/elegants-fragrances/mistraal-pecksniff-eaudeparfum,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1498,match corretto,Shobi + codice marchio corroborato da testo esplicito,MISTRAAL - PECKSNIFF'S Perfumes,MISTRAAL - PECKSNIFF'S Perfumes,MISTRAAL - PECKSNIFF'S Perfumes,Pecksniff's,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/elegants-fragrances/mistraal-pecksniff-eaudeparfum | https://www.parfumo.com/Perfumes/Pecksniffs/Professional | https://www.parfumo.com/Perfumes/Pecksniffs/Classic | https://www.parfumo.com/Perfumes/Pecksniffs/active-eau-de-toilette | https://www.parfumo.com/Perfumes/Pecksniffs/Argentum,4,2026-09-03
1221,326-PECK,326-PECK EL,EL121,EL,,Elegants Fragrances,10.0,CALM - PECKSNIFF'S Clones fragrances,https://leparfum.com.gr/en/elegants-fragrances/calm-pecksniff-s-clones-fragrances,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1499,match corretto,Shobi + codice marchio corroborato da testo esplicito,CALM - PECKSNIFF'S,CALM - PECKSNIFF'S,CALM - PECKSNIFF'S,Pecksniff's,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/elegants-fragrances/calm-pecksniff-s-clones-fragrances | https://www.parfumo.com/Perfumes/Pecksniffs/Professional | https://www.parfumo.com/Perfumes/Pecksniffs/Classic | https://www.parfumo.com/Perfumes/Lancome/Aroma_Calm | https://www.parfumo.com/Perfumes/neuroscent/calm | https://www.parfumo.com/Perfumes/Pecksniffs/active-eau-de-toilette | https://www.parfumo.com/Perfumes/Lollia/Calm,8,2026-09-03
1220,325-PECK,325-PECK EL,EL120,EL,,Elegants Fragrances,10.0,BLACK OAK & CEDAR - PECKSNIFF'S Type,https://leparfum.com.gr/en/elegants-fragrances/black-oak-cedar-pecksniff-s-aroma,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1500,match corretto,Shobi + codice marchio corroborato da testo esplicito,BLACK OAK & CEDAR - PECKSNIFF'S,BLACK OAK & CEDAR - PECKSNIFF'S,BLACK OAK & CEDAR - PECKSNIFF'S,Pecksniff's,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/elegants-fragrances/black-oak-cedar-pecksniff-s-aroma | https://www.parfumo.com/Perfumes/Pecksniffs/Professional | https://www.parfumo.com/Perfumes/Pecksniffs/active-eau-de-toilette | https://www.parfumo.com/Perfumes/Pecksniffs/Classic | https://www.parfumo.com/Perfumes/Pecksniffs/Petal | https://www.parfumo.com/Perfumes/Pecksniffs/Argentum | https://www.parfumo.com/Perfumes/Pecksniffs/stylish-eau-de-toilette,10,2026-09-03
1219,324-PARFD,324-PARFD EL,EL119,EL,BOIS DE PARADIS - PARFUMS DELRAE,Elegants Fragrances,10.0,324-PARFD Inspired by the fragrance notes of BOIS DE PARADIS - PARFUMS DELRAE.,https://leparfum.com.gr/en/elegants-fragrances/324-parfd-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1501,match corretto,corrispondenza testuale su candidati originali,,BOIS DE PARADIS - PARFUMS DELRAE,Bois De Paradis,parfums-delrae,https://www.parfumo.com/Perfumes/parfums-delrae/Bois_de_Paradis,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi PARFD. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/elegants-fragrances/324-parfd-el | https://www.parfumo.com/Perfumes/parfums-delrae/Bois_de_Paradis,1,2026-09-03
1216,321-NAS,321-NAS EL,EL116,EL,,Elegants Fragrances,10.0,BLACK AFGANO - NASOMATTO CLONE,https://leparfum.com.gr/en/elegants-fragrances/black-afgano-nasomatto-clone,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1502,match corretto,corrispondenza testuale su risultato web,BLACK AFGANO - NASOMATTO,BLACK AFGANO - NASOMATTO,Black Afgano,Nasomatto,https://www.parfumo.com/Perfumes/Nasomatto/Black_Afgano,,,,"Nome recuperato dalla descrizione originale Shobi: «BLACK AFGANO - NASOMATTO». Nome e marchio corrispondenti dopo rimozione delle etichette di collezione e concentrazione. Unica scheda principale compatibile fra i candidati disponibili; confronto testuale, non verifica olfattiva.",https://leparfum.com.gr/en/elegants-fragrances/black-afgano-nasomatto-clone | https://www.parfumo.com/Perfumes/Nasomatto/Black_Afgano | https://www.parfumo.com/Perfumes/Nasomatto/Black_Afgano_Oil_based_Extrait_de_Parfum | https://www.parfumo.com/Perfumes/El_Nabil/black-afghan-extrait-de-parfum | https://www.parfumo.com/Perfumes/Swiss_Arabian/Black_Afgano | https://www.parfumo.com/Perfumes/Les_Perles_DOrient/afghan-eau-de-parfum | https://www.parfumo.com/Perfumes/Nasomatto/Pardon,10,2026-09-03
1214,319-MNT,319-MNT EL,EL114,EL,THE NEW ROSE - MONTALE,Elegants Fragrances,10.0,319-MNT EL Inspired by the fragrance notes of THE NEW ROSE - MONTALE.,https://leparfum.com.gr/en/elegants-fragrances/319-mnt-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1503,match corretto,corrispondenza testuale su candidati originali,,THE NEW ROSE - MONTALE,The New Rose,Montale,https://www.parfumo.com/Perfumes/Montale/The_New_Rose,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MNT. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/elegants-fragrances/319-mnt-el | https://www.parfumo.com/Perfumes/Montale/The_New_Rose,1,2026-09-03
1213,316-MNT,316-MNT EL Fragrance,EL113,EL,,Elegants Fragrances,10.0,316-MNT EL AOUD VELVET Fragrance inspired.,https://leparfum.com.gr/en/elegants-fragrances/316-mnt-el-fragrance,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1504,match corretto,verifica incrociata: fonte Shobi + Parfumo + codice marchio,AOUD VELVET Fragrance,AOUD VELVET Fragrance,AOUD VELVET Fragrance,Montale,https://www.parfumo.com/Perfumes/Montale/Aoud_Velvet,,,,"Match approvato nella revisione completa: nome/variante coerenti con la scheda Parfumo già presente nelle fonti e marchio coerente con il codice Shobi, ricavato da più abbinamenti già confermati dello stesso codice-marchio.",https://leparfum.com.gr/en/elegants-fragrances/316-mnt-el-fragrance | https://www.parfumo.com/Perfumes/Montale/Aoud_Velvet | https://www.parfumo.com/Perfumes/Montale/Original_Aoud | https://www.parfumo.com/Perfumes/Montale/Royal_Oud | https://www.parfumo.com/Perfumes/Montale/Aoud_Orange | https://www.parfumo.com/Perfumes/Montale/oud-edition | https://www.parfumo.com/Perfumes/Montale/Red_Aoud,11,2026-09-03
1212,315-MNT,315-MNT EL Perfume,EL112,EL,AOUD ORANGE - MONTALE,Elegants Fragrances,10.0,315-MNT EL Inspired by the fragrance notes of  AOUD ORANGE - MONTALE.,https://leparfum.com.gr/en/elegants-fragrances/315-mnt-el-perfume,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1505,match corretto,corrispondenza testuale su candidati originali,,AOUD ORANGE - MONTALE,Aoud Orange,Montale,https://www.parfumo.com/Perfumes/Montale/Aoud_Orange,,,,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MNT. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga.",https://leparfum.com.gr/en/elegants-fragrances/315-mnt-el-perfume | https://www.parfumo.com/Perfumes/Montale/Aoud_Orange,1,2026-09-03
1210,313-MOL,313-MOL EL,EL110,EL,,Elegants Fragrances,10.0,thai vert-mol,https://leparfum.com.gr/en/elegants-fragrances/thai-vert-molton-brown-type,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1506,match corretto,Shobi + codice marchio corroborato da testo esplicito,thai vert-mol,thai vert-mol,thai vert-mol,Molton Brown,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/elegants-fragrances/thai-vert-molton-brown-type | https://www.parfumo.com/Perfumes/Balmain/Vent_Vert_Parfum | https://www.parfumo.com/Perfumes/Ex_Nihilo/Vetiver_Moloko | https://www.parfumo.com/Perfumes/Balmain/Vent_Vert_1990 | https://www.parfumo.com/Perfumes/les-essentiels/the-vert | https://www.parfumo.com/Perfumes/patek-maison/vert | https://www.parfumo.com/Perfumes/Roger__Gallet/The_Vert,6,2026-09-03
1209,312-MOL,312-MOL EL,EL109,EL,,Elegants Fragrances,10.0,black pepper-molΞυλώδες Πικάντικο,https://leparfum.com.gr/en/elegants-fragrances/black-pepper-molton-brown-type,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1507,match corretto,Shobi + codice marchio corroborato da testo esplicito,black pepper-molΞυλώδες Πικάντικο,black pepper-molΞυλώδες Πικάντικο,black pepper-molΞυλώδες Πικάντικο,Molton Brown,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/elegants-fragrances/black-pepper-molton-brown-type | https://www.parfumo.com/Perfumes/Comme_des_Garons/Blackpepper | https://www.parfumo.com/Perfumes/Korres/black-pepper-eau-de-toilette | https://www.parfumo.com/Perfumes/Molton_Brown/re-charge-black-pepper-2014-black-peppercorn-eau-de-toilette | https://www.parfumo.com/Perfumes/Lorenzo_Villoresi/Piper_Nigrum | https://www.parfumo.com/Perfumes/Lush/Lord_of_Misrule_Perfume | https://www.parfumo.com/Perfumes/Jo_Malone/Rock_the_Ages__Birch__Black_Pepper,7,2026-09-03
1208,311-MOL,311-MOL EL,EL108,EL,amber cocoon-mol,Elegants Fragrances,10.0,Inspired by the fragrance notes of amber cocoon-mol.,https://leparfum.com.gr/en/elegants-fragrances/amber-cocoon-molton-brown-type,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1508,match corretto,Shobi + codice marchio corroborato da testo esplicito,,amber cocoon-mol,amber cocoon-mol,Molton Brown,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/elegants-fragrances/amber-cocoon-molton-brown-type | https://www.parfumo.com/Perfumes/marc-gebauer/cocoon | https://www.parfumo.com/Perfumes/Tauer/he-left-his-cologne-in-my-bedroom | https://www.parfumo.com/Perfumes/harry_lehmann/MOL_intens | https://www.parfumo.com/Perfumes/for-the-scent-of-it/molten-ambra | https://www.parfumo.com/Perfumes/Puredistance/Sheiduna,5,2026-09-03
1206,309-LOC,309-LOC EL,EL106,EL,,Elegants Fragrances,10.0,MAGNOLIA & MURE - L' OCCITANE Type,https://leparfum.com.gr/en/elegants-fragrances/309-loc-el,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL,1509,match corretto,Shobi + codice marchio corroborato da testo esplicito,MAGNOLIA & MURE - L' OCCITANE,MAGNOLIA & MURE - L' OCCITANE,MAGNOLIA & MURE - L' OCCITANE,L'Occitane,,,,,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente.,https://leparfum.com.gr/en/elegants-fragrances/309-loc-el | https://www.parfumo.com/Perfumes/LOccitane_en_Provence/Magnolia__Mure | https://www.parfumo.com/Perfumes/LOccitane_en_Provence/Magnolia | https://www.parfumo.com/Perfumes/LOccitane_en_Provence/Jasmine__Bergamote | https://www.parfumo.com/Perfumes/LOccitane_en_Provence/Eau_d_Iparie | https://www.parfumo.com/Perfumes/LOccitane_en_Provence/lavande-poivre-noir-l-occitan-eau-de-l-occitan | https://www.parfumo.com/Perfumes/LOccitane_en_Provence/Voyage_en_Mediterranee_Immortelle_de_Corse,7,2026-09-03
